<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
SAB,20190122,225.1936,225.1936,222.7980,224.0437,14570
SAB,20190123,224.0437,224.7145,222.4146,224.0437,16500
SAB,20190124,225.0020,225.1936,222.3188,223.2771,35920
SAB,20190125,222.3188,224.1395,221.4564,223.2771,26850
SAB,20190128,223.2771,225.0020,221.3606,223.2771,24370
SAB,20190129,224.7145,224.7145,221.4564,223.2771,18620
SAB,20190130,223.2771,225.0020,222.0313,223.2771,36010
SAB,20190131,223.2771,223.7562,222.4147,223.2771,21200
SAB,20190201,223.2771,225.0020,221.3606,223.2771,80480
SAB,20190211,224.2354,224.4270,221.7439,223.5646,42810
SAB,20190212,229.0267,229.0267,223.7563,227.8768,11200
SAB,20190213,227.8768,227.9726,225.3853,226.2478,118000
SAB,20190214,228.0685,228.0685,226.1520,228.0685,123270
SAB,20190215,229.5059,229.7934,227.2061,228.4518,48220
SAB,20190218,228.9309,229.9850,228.9309,229.9850,19000
SAB,20190219,229.0267,232.0932,228.0685,230.9433,25550
SAB,20190220,229.0268,233.8181,229.0268,233.8181,39420
SAB,20190221,233.8181,237.6512,233.8181,237.6512,24550
SAB,20190222,237.6512,238.3220,236.6929,236.6929,14040
SAB,20190225,236.6929,237.4595,235.7346,237.4595,31140
SAB,20190226,235.7346,237.6512,235.7346,236.6929,26360
SAB,20190227,237.6512,237.6512,235.7346,237.1720,7770
SAB,20190228,235.0638,237.1720,229.9850,229.9850,31930
SAB,20190301,226.4394,235.7346,226.4394,231.9016,31250
SAB,20190304,229.9851,235.2555,229.0268,231.9016,44090
SAB,20190305,234.2973,234.5848,230.0809,233.3390,10220
SAB,20190306,230.3684,234.7764,229.9851,233.7223,22910
SAB,20190307,231.9016,232.7640,230.4642,231.0391,25340
SAB,20190308,232.7640,234.7764,230.9433,234.7764,29050
SAB,20190311,234.7764,236.0222,231.5183,234.7764,20340
SAB,20190312,234.7764,242.0593,234.4889,241.4843,42620
SAB,20190313,238.8970,247.2339,225.0979,244.3591,54140
SAB,20190314,242.4426,246.7548,241.4843,242.4425,26120
SAB,20190315,244.3590,244.3590,237.4595,243.2091,40550
SAB,20190318,239.6635,243.2091,234.8721,234.8722,75530
SAB,20190319,234.8722,239.0886,234.8722,237.6512,37320
SAB,20190320,234.7764,239.5677,234.7764,239.0886,17820
SAB,20190321,240.4302,240.5260,235.3513,238.9928,17670
SAB,20190322,234.7764,240.5260,234.7764,240.5260,30810
SAB,20190325,239.5677,239.5677,234.7764,238.4178,5640
SAB,20190326,238.4178,240.4302,236.8846,240.3343,41590
SAB,20190327,240.3343,240.5260,236.9804,240.3343,12020
SAB,20190328,240.3343,240.3343,237.2678,239.5677,8320
SAB,20190329,241.3884,241.3884,236.6929,239.2802,122590
SAB,20190401,239.9510,239.9510,237.1720,239.2802,23050
SAB,20190402,240.6218,240.6218,235.7346,235.7346,21890
SAB,20190403,238.2261,238.2261,235.1596,236.5971,1200
SAB,20190404,236.5971,240.3344,235.8305,239.3761,38740
SAB,20190405,236.7888,240.2385,236.7888,237.6512,13040
SAB,20190408,239.4719,239.4719,237.6512,238.9928,2390
SAB,20190409,236.3096,238.9928,234.8722,234.8722,22770
SAB,20190410,238.6095,238.6095,230.0808,236.6929,39630
SAB,20190411,236.6929,239.3761,231.1349,237.1720,32940
SAB,20190412,237.1720,238.1303,234.0097,234.0097,5890
SAB,20190416,234.0097,236.6929,231.1349,235.9263,13250
SAB,20190417,233.9139,237.1721,233.9139,236.5013,12340
SAB,20190418,236.4055,236.6930,221.3606,221.3606,41150
SAB,20190419,232.8599,232.8599,227.2061,230.4641,8170
SAB,20190422,230.4641,232.8598,226.6310,232.8598,18000
SAB,20190423,229.9850,231.9015,228.5476,230.4641,23410
SAB,20190424,230.9432,231.9015,229.2183,229.9850,49760
SAB,20190425,230.0808,230.0808,226.6311,229.0267,43550
SAB,20190426,227.1102,231.9015,225.2894,229.2184,27270
SAB,20190502,229.2184,233.8181,229.2184,233.5306,48200
SAB,20190503,233.5306,233.6264,229.6975,233.5306,80940
SAB,20190506,233.3389,233.3389,228.3559,230.4641,20240
SAB,20190507,229.2183,232.8598,229.2183,231.5182,7320
SAB,20190508,229.9850,232.8598,229.9850,232.0932,28490
SAB,20190509,229.5059,236.5971,229.5059,235.7346,20630
SAB,20190510,236.6929,238.9927,232.8598,237.6512,23230
SAB,20190513,239.0886,241.4843,237.6512,237.6512,15300
SAB,20190514,237.6512,248.1922,234.8722,242.4425,15220
SAB,20190515,241.4842,246.8505,241.4842,242.4425,108360
SAB,20190516,243.4008,243.8799,234.7763,234.7764,20320
SAB,20190517,244.2633,247.2339,237.1721,246.2756,31530
SAB,20190520,246.2756,253.9418,241.4842,252.0252,30630
SAB,20190521,250.5878,252.9835,249.4379,252.6960,17760
SAB,20190522,252.6002,252.6960,249.8212,252.6960,24670
SAB,20190523,252.6960,252.6960,249.1504,250.2045,14780
SAB,20190524,249.2462,252.8877,249.2462,250.3004,37100
SAB,20190527,252.7919,253.9418,249.1505,253.9418,20920
SAB,20190528,253.9418,253.9418,249.1504,249.1504,28730
SAB,20190529,249.1504,252.0252,248.0963,249.4379,13900
SAB,20190530,251.0670,255.8583,245.3173,252.5044,21680
SAB,20190531,252.4086,255.8583,249.2463,255.8583,8830
SAB,20190603,252.5044,262.5662,246.2756,258.7331,98360
SAB,20190604,254.0376,261.6080,254.0376,261.6080,30160
SAB,20190605,258.8290,268.3159,257.2958,262.5662,28210
SAB,20190606,262.5662,263.5245,256.8166,262.5662,35900
SAB,20190607,262.6620,264.9619,258.1582,264.8661,40580
SAB,20190610,264.8661,270.1366,264.4828,270.0407,105770
SAB,20190611,268.3158,268.3158,264.4827,264.4828,45180
SAB,20190612,264.4828,264.4828,255.8584,262.5662,77400
SAB,20190613,262.5662,263.0453,259.6914,262.5662,12580
SAB,20190614,255.7625,262.5662,255.7625,261.6080,13550
SAB,20190617,261.6080,261.6080,255.8584,261.6080,37450
SAB,20190618,261.6080,261.6080,255.3792,261.6080,4510
SAB,20190619,261.6080,264.0037,259.8831,264.0036,19130
SAB,20190620,257.7748,271.6698,257.7748,263.5245,76630
SAB,20190621,269.1783,269.1783,263.5245,266.3993,9220
SAB,20190624,266.3993,269.2741,266.3993,269.2741,16480
SAB,20190625,269.2741,270.0407,266.3993,270.0407,39550
SAB,20190626,264.4827,273.1072,264.4827,270.2324,15730
SAB,20190627,268.5075,270.2324,260.6497,260.6497,39120
SAB,20190628,261.6080,268.3159,258.8290,263.5245,22590
SAB,20190701,267.2618,267.3576,264.5786,266.3035,17170
SAB,20190702,266.3993,268.1242,263.6203,263.7161,9480
SAB,20190703,263.7161,265.4410,263.5244,264.4828,27280
SAB,20190704,264.4828,267.3576,263.5245,267.3576,31530
SAB,20190705,267.3576,268.3159,264.4828,268.3158,21150
SAB,20190708,268.3158,270.0407,265.5368,269.2741,70050
SAB,20190709,266.3993,269.2741,265.4410,269.2741,65350
SAB,20190710,269.2741,274.9279,268.3158,273.1072,28070
SAB,20190711,273.1072,275.0237,270.3282,274.0655,37210
SAB,20190712,274.0655,278.8569,274.0655,276.9403,20990
SAB,20190715,277.1320,277.8027,270.2324,270.2324,37440
SAB,20190716,273.1072,273.1072,270.2324,273.1072,7260
SAB,20190717,273.1072,275.0237,270.7115,274.0655,43080
SAB,20190718,272.1490,274.0655,269.2741,272.1489,45670
SAB,20190719,273.1072,273.1072,265.5368,265.5369,20120
SAB,20190722,265.5369,269.2742,264.9619,265.6327,28670
SAB,20190723,265.6327,268.3159,265.6327,265.7285,6900
SAB,20190724,265.7285,269.2741,264.4827,265.9202,55700
SAB,20190725,265.9202,271.1907,265.9202,271.1907,20380
SAB,20190726,272.6281,272.6281,265.6327,267.2617,15060
SAB,20190729,267.2617,270.2323,266.3993,266.3993,30020
SAB,20190730,270.1366,270.1366,266.8784,269.2741,27200
SAB,20190731,268.3158,270.2324,267.3576,267.3576,46980
SAB,20190801,269.6575,269.7533,265.2494,269.7533,16600
SAB,20190802,266.5910,269.2742,266.3994,268.3158,33700
SAB,20190805,265.7285,270.1365,265.7285,268.5075,13480
SAB,20190806,265.1536,269.9449,265.1536,267.5492,15520
SAB,20190807,265.2494,268.3158,262.5662,268.3158,69110
SAB,20190808,268.3158,268.3158,262.6620,268.3158,61830
SAB,20190809,265.1535,270.2323,263.7161,264.1953,7790
SAB,20190812,267.8367,267.8367,262.9495,262.9495,6910
SAB,20190813,268.3158,269.2741,263.1412,265.4410,35660
SAB,20190814,265.6327,267.1659,264.4827,265.4410,29000
SAB,20190815,265.4410,273.1072,264.0036,273.1072,15480
SAB,20190816,269.2741,269.2741,264.4828,264.4828,78780
SAB,20190819,267.5493,267.5493,264.0037,264.9619,5550
SAB,20190820,266.3993,266.8784,263.6203,264.9619,21680
SAB,20190821,266.3993,266.3993,263.0454,266.3035,8310
SAB,20190822,266.3993,267.7409,264.4828,264.4828,18250
SAB,20190823,264.9619,266.8785,264.0995,264.0995,35980
SAB,20190826,264.4828,264.4828,261.7038,261.9913,50520
SAB,20190827,261.9913,262.5663,258.8290,258.8290,58130
SAB,20190828,258.6373,264.1953,258.6373,260.6497,3430
SAB,20190829,261.1288,263.0454,261.1288,261.6080,36440
SAB,20190830,264.2912,264.2912,260.6497,261.6080,27590
SAB,20190903,261.6080,261.6080,259.7873,261.0330,4730
SAB,20190904,261.0330,263.0454,252.5044,252.5044,65880
SAB,20190905,253.9500,258.2869,253.9500,256.3530,20760
SAB,20190906,255.0038,257.3167,255.0038,256.3530,8150
SAB,20190909,258.1841,258.1841,256.0639,256.3530,16570
SAB,20190910,257.3167,257.3167,252.4981,253.4618,7410
SAB,20190911,253.4618,256.2566,252.4981,252.9799,12590
SAB,20190912,253.2690,253.2690,251.5343,251.7271,8240
SAB,20190913,251.7271,254.4256,251.0525,254.4255,22160
SAB,20190916,251.0524,257.1240,251.0524,254.4255,3990
SAB,20190917,256.3530,256.3530,251.7270,256.2566,2620
SAB,20190918,256.2566,257.1240,255.0037,255.6784,8270
SAB,20190919,255.3893,255.6784,252.4981,255.4856,23710
SAB,20190920,255.6783,258.1841,255.3892,257.3167,24960
SAB,20190923,258.9550,258.9550,252.5944,255.9675,5610
SAB,20190924,255.3893,259.2442,253.4618,253.4618,21610
SAB,20190925,257.5095,263.0991,253.4618,253.4618,28430
SAB,20190926,253.4618,262.8100,253.4618,253.9437,12700
SAB,20190927,258.2805,258.2805,253.9437,256.8349,9830
SAB,20190930,257.3168,257.3168,253.9437,254.0400,8130
SAB,20191001,254.0400,255.3892,252.4980,252.4981,19770
SAB,20191002,255.3893,255.3893,252.4981,255.2929,7540
SAB,20191003,255.2929,255.8711,252.4981,252.4981,7300
SAB,20191004,252.5945,254.8111,234.8618,248.6431,17620
SAB,20191007,248.6431,252.4980,246.8120,250.5706,11360
SAB,20191008,252.3053,252.4981,249.1250,249.1250,4820
SAB,20191009,247.7758,249.9924,245.7519,246.0410,5760
SAB,20191010,246.0410,248.3540,246.0410,246.0410,16570
SAB,20191011,245.7519,248.6431,245.7519,248.3540,13760
SAB,20191014,244.8846,249.6069,244.8846,249.1250,27180
SAB,20191015,248.6431,248.9323,246.5229,247.4866,9930
SAB,20191016,246.6192,249.6068,246.6192,246.7157,11950
SAB,20191017,248.6432,249.6069,243.8245,243.8245,28490
SAB,20191018,246.2338,247.6794,242.9571,242.9571,9610
SAB,20191021,243.8245,245.7519,236.1146,236.1146,13700
SAB,20191022,232.2597,242.7644,232.2597,242.7643,22480
SAB,20191023,242.3788,244.6918,241.4151,242.8607,30060
SAB,20191024,243.7281,244.4990,241.9933,243.8245,10090
SAB,20191025,244.7882,248.0649,244.7882,246.7157,45010
SAB,20191028,250.5706,250.5706,247.1976,248.1613,21110
SAB,20191029,248.2577,252.9800,248.1613,250.5706,55090
SAB,20191030,252.4981,252.4981,248.7395,251.5343,23080
SAB,20191031,251.5343,252.7872,251.0524,251.0525,26250
SAB,20191101,250.5706,252.4017,250.5706,250.5706,20980
SAB,20191104,252.4017,252.4017,250.5706,250.5706,14250
SAB,20191105,251.5343,251.7271,250.3779,250.5706,13210
SAB,20191106,252.3053,252.4017,249.7032,250.5706,18750
SAB,20191107,250.5706,252.6908,249.6069,250.5706,34130
SAB,20191108,252.4981,252.4981,250.5706,250.5706,41090
SAB,20191111,250.5706,252.4981,244.9809,245.8483,21390
SAB,20191112,246.7157,248.6431,245.7519,245.7519,16160
SAB,20191113,247.6794,247.6794,241.4151,242.8607,46510
SAB,20191114,242.8607,245.6555,241.4151,242.8607,29190
SAB,20191115,242.8607,244.7882,225.8990,242.8607,36340
SAB,20191118,243.9208,245.7519,243.8244,243.8245,11910
SAB,20191119,241.9934,245.7520,241.8970,241.8970,9030
SAB,20191120,241.8970,241.8970,237.1747,237.3674,15580
SAB,20191121,238.0420,241.4151,232.2596,232.2597,85540
SAB,20191122,236.1146,237.0784,225.5136,226.4773,54770
SAB,20191125,231.1996,231.1996,223.7788,224.5498,29020
SAB,20191126,231.2959,231.2959,221.6586,221.6586,92480
SAB,20191127,221.6586,225.5135,221.6586,222.1405,53280
SAB,20191128,222.1405,225.0317,221.6586,221.6586,98060
SAB,20191129,221.6586,224.5498,217.8037,217.8037,70110
SAB,20191202,217.8037,221.6586,217.8037,220.6949,22650
SAB,20191203,221.6586,222.1405,219.7312,220.7912,21660
SAB,20191204,219.8275,223.4897,219.8275,222.3332,32870
SAB,20191205,223.1042,223.8752,222.6223,223.3933,18480
SAB,20191206,223.3933,227.4410,223.1042,224.5498,33170
SAB,20191209,226.3809,228.8866,225.6099,227.2482,38170
SAB,20191210,227.2482,227.3446,224.6461,224.6462,26330
SAB,20191211,226.4773,227.2483,224.5498,224.6462,7160
SAB,20191212,227.0555,227.8265,224.7425,224.7425,15830
SAB,20191213,227.3446,227.3446,224.7425,224.7425,10640
SAB,20191216,224.7425,226.4772,224.5498,224.5498,6630
SAB,20191217,224.8389,226.6700,224.5498,224.5498,24430
SAB,20191218,224.9353,225.7063,224.0679,224.5498,35670
SAB,20191219,224.5498,226.4773,224.5498,224.5498,13440
SAB,20191220,225.4172,226.1881,224.6462,225.6099,51830
SAB,20191223,226.4773,227.0555,225.8990,226.0918,21230
SAB,20191224,226.1882,226.5737,224.5498,224.5498,25400
SAB,20191225,224.5498,226.1881,224.0679,224.0679,54260
SAB,20191226,223.5860,225.0316,222.6223,224.9353,24610
SAB,20191227,224.9353,224.9353,222.1405,222.1405,36340
SAB,20191230,224.0680,224.0680,217.3218,221.6586,40760
SAB,20191231,221.6586,221.6586,215.8762,219.7311,42900
SAB,20200102,219.7311,219.7311,215.8762,215.8762,28600
SAB,20200103,215.8762,218.7674,215.8762,216.4544,17590
SAB,20200106,214.9124,216.3580,214.4306,215.6835,35850
SAB,20200107,214.5270,216.7436,214.5270,215.8762,15580
SAB,20200108,216.3581,216.3581,214.5270,215.1052,30610
SAB,20200109,213.9487,219.6347,212.9850,218.7674,54030
SAB,20200110,218.7674,225.9954,218.7674,225.0317,55770
SAB,20200113,225.0317,226.7664,225.0317,225.4172,22590
SAB,20200114,223.5861,225.4172,223.5861,224.5498,9340
SAB,20200115,224.5498,225.9954,224.5498,225.5135,22540
SAB,20200116,224.5498,226.3809,224.5498,224.8389,9270
SAB,20200117,224.8389,225.9954,224.5498,225.9954,12580
SAB,20200120,224.5498,227.4410,224.5498,227.4410,17170
SAB,20200121,227.4410,227.4410,224.5498,224.5498,52160
SAB,20200122,224.5498,227.4410,222.7187,224.0679,11510
SAB,20200130,223.0078,223.0078,210.0938,210.0938,38140
SAB,20200131,204.3114,217.4182,196.6015,204.3114,24730
SAB,20200203,190.0482,204.3114,190.0482,201.3238,16880
SAB,20200204,201.3238,201.3238,192.7466,195.6378,167140
SAB,20200205,195.6378,195.6378,186.9642,186.9642,43870
SAB,20200206,186.9642,191.7829,182.4347,183.1093,165080
SAB,20200207,185.0368,191.7829,184.0730,187.9279,47950
SAB,20200210,191.7828,191.7828,187.9279,187.9279,69570
SAB,20200211,187.9279,187.9279,186.9642,186.9642,26300
SAB,20200212,188.7953,188.7953,184.0730,184.0730,57410
SAB,20200213,188.2944,188.2944,184.5639,187.5152,76770
SAB,20200214,189.3805,189.4787,185.6499,186.3371,38650
SAB,20200217,186.3371,186.5335,182.6064,182.6064,31460
SAB,20200218,179.1703,179.6611,174.7524,174.7524,86320
SAB,20200219,173.7706,176.7159,171.8071,174.7524,105560
SAB,20200220,176.7159,177.2068,175.6360,176.7159,280190
SAB,20200221,176.7159,178.2867,176.7159,177.3049,45380
SAB,20200224,176.9122,176.9122,173.8688,174.7524,43780
SAB,20200225,176.7159,176.7159,173.1816,174.7524,16230
SAB,20200226,176.1269,176.1269,172.9852,173.7706,79880
SAB,20200227,173.7706,173.9670,170.0399,170.0399,46300
SAB,20200228,169.1563,169.1563,159.0442,159.0443,76910
SAB,20200302,159.0443,169.8436,159.0443,166.8983,179490
SAB,20200303,169.3527,169.3527,165.9165,166.8983,129270
SAB,20200304,166.8983,167.2910,164.9348,165.9166,30310
SAB,20200305,165.9166,166.8984,165.9166,165.9166,65380
SAB,20200306,165.9166,165.9166,159.0443,159.6333,38170
SAB,20200309,150.2085,156.0990,148.5395,152.4665,107570
SAB,20200310,152.4665,156.9826,148.2450,152.4665,39620
SAB,20200311,152.5647,157.0807,149.2267,149.2267,73120
SAB,20200312,146.5760,156.9826,139.5073,141.9617,38400
SAB,20200313,135.4821,150.2084,135.4821,141.3727,54560
SAB,20200316,139.4092,147.2632,136.4639,147.2632,46800
SAB,20200317,138.4274,147.2632,138.4274,138.5256,25320
SAB,20200318,138.5256,143.2380,133.5187,133.5187,49230
SAB,20200319,128.1190,135.4822,124.6829,124.6829,40740
SAB,20200320,124.6829,128.6099,117.9088,123.7011,51940
SAB,20200323,118.7923,123.2102,115.0617,115.0617,38230
SAB,20200324,109.9566,117.6143,109.4657,113.3927,24520
SAB,20200325,113.8836,120.7559,113.7854,117.8106,137910
SAB,20200326,119.2832,124.2902,117.8106,122.7194,188080
SAB,20200327,122.7194,129.8862,122.7194,127.2354,145570
SAB,20200330,127.2354,127.6281,118.3996,118.8905,24210
SAB,20200331,118.8905,126.5482,118.8905,120.7558,19220
SAB,20200401,119.9704,125.5664,118.3996,120.8540,33750
SAB,20200403,127.1372,127.5299,122.7193,122.7194,67800
SAB,20200406,126.6464,131.0643,124.6829,129.5916,85700
SAB,20200407,135.4821,136.4639,129.5916,134.5004,67530
SAB,20200408,135.4822,139.9001,133.5186,135.4822,86700
SAB,20200409,137.4457,144.9070,137.4457,137.4457,236310
SAB,20200410,141.5691,144.2198,137.4457,138.4274,33310
SAB,20200413,140.3909,142.8453,138.4274,138.4274,40030
SAB,20200414,143.1398,143.1398,138.7219,140.7836,54340
SAB,20200415,140.8818,150.6011,140.8818,150.2085,210030
SAB,20200416,154.7246,160.2224,150.2085,154.7246,158280
SAB,20200417,162.3823,164.9349,161.9896,162.3822,128300
SAB,20200420,168.8618,173.6724,165.0329,173.6724,108760
SAB,20200421,173.6724,185.7480,166.8983,166.8983,204650
SAB,20200422,171.8071,171.8071,156.8844,171.8071,103890
SAB,20200423,183.4900,183.4900,175.4396,177.3049,119240
SAB,20200424,176.7158,181.6246,172.0034,176.7159,77880
SAB,20200427,176.7159,176.7159,171.8071,176.7159,81050
SAB,20200428,166.8983,176.6177,166.8983,166.8983,73210
SAB,20200429,166.8983,171.8071,160.0260,160.0260,146240
SAB,20200504,160.0260,160.5169,152.1720,152.1720,198030
SAB,20200505,152.1720,152.1720,148.1468,148.9322,117620
SAB,20200506,158.8479,158.8479,149.2267,155.1173,86530
SAB,20200507,158.9461,165.9166,157.0808,165.9166,63680
SAB,20200508,166.8984,176.7159,166.8984,168.8618,245530
SAB,20200511,169.9417,172.7888,165.9165,169.9418,111670
SAB,20200512,170.1382,171.9053,169.8436,170.3345,59110
SAB,20200513,164.9348,170.8254,162.9713,168.8618,115740
SAB,20200514,168.8618,169.8436,167.8800,169.0582,45790
SAB,20200515,169.0582,171.8071,169.0582,169.0582,58620
SAB,20200518,170.8254,170.8254,169.1564,169.8436,111480
SAB,20200519,171.8071,173.7706,168.8618,168.8618,181100
SAB,20200520,171.8071,171.8071,169.3527,169.3527,60740
SAB,20200521,174.7524,174.7524,169.8436,172.7889,128710
SAB,20200522,172.7889,172.7889,169.8436,170.8253,45220
SAB,20200525,170.8253,172.8870,169.8435,171.8071,59220
SAB,20200526,171.9053,175.7341,171.3162,172.1016,97860
SAB,20200527,172.3961,172.7888,171.8071,172.0034,72140
SAB,20200528,173.2797,173.9669,169.8435,172.0034,73990
SAB,20200529,171.6107,173.7706,170.8253,173.1816,61380
SAB,20200601,173.1816,178.6794,172.1017,174.4578,86810
SAB,20200602,174.4578,185.5516,174.4578,179.6611,144460
SAB,20200603,180.1520,181.6246,176.7158,176.7159,54700
SAB,20200604,178.4831,179.6612,175.7341,175.7341,51660
SAB,20200605,175.7341,178.5812,175.7341,175.7341,26270
SAB,20200608,178.6794,180.1520,175.7341,178.6794,98910
SAB,20200609,179.3666,179.3666,174.7524,175.4396,54360
SAB,20200610,175.4396,176.7159,174.2615,174.7524,44990
SAB,20200611,174.7524,177.2068,173.7706,173.7706,61230
SAB,20200612,170.8253,174.5560,167.9782,168.8618,95400
SAB,20200615,168.8618,171.8071,162.4804,162.9713,39640
SAB,20200616,165.4257,169.7454,162.9713,163.0695,62570
SAB,20200617,170.6290,170.6290,163.0695,163.0695,37500
SAB,20200618,163.0695,166.3093,162.9713,163.2658,24530
SAB,20200619,163.2658,165.9165,163.2658,163.2658,26650
SAB,20200622,165.9165,165.9165,162.9713,162.9713,52660
SAB,20200623,161.9895,164.0512,161.0078,161.0078,38700
SAB,20200624,161.9896,162.9713,157.0808,157.0808,82380
SAB,20200625,157.0808,161.0078,156.0990,157.0808,56510
SAB,20200626,157.0808,162.2841,157.0808,161.7932,78810
SAB,20200629,158.0625,161.0078,157.5717,157.5717,59040
SAB,20200630,157.5717,161.0078,154.1355,154.1355,62530
SAB,20200701,153.1537,161.9895,153.1537,160.0260,58620
SAB,20200702,160.0260,163.9530,159.5351,163.8549,46960
SAB,20200703,164.9348,172.6907,161.9896,171.8071,200340
SAB,20200706,174.5560,178.6794,174.5560,177.2067,146350
SAB,20200707,180.1520,185.1589,179.6611,181.7228,244640
SAB,20200708,181.6246,190.1659,178.0903,189.4787,357430
SAB,20200709,191.3440,202.7324,191.3440,201.2597,285960
SAB,20200710,201.2597,212.0590,200.2779,202.2415,190990
SAB,20200713,202.2415,205.9722,196.3510,196.3510,150810
SAB,20200714,193.4057,195.8601,187.5152,191.4422,180690
SAB,20200715,191.9331,198.3145,188.0061,188.0061,258700
SAB,20200716,187.5152,189.4787,186.5335,189.4787,358550
SAB,20200717,193.4057,193.4057,188.0061,188.4969,89590
SAB,20200720,187.5151,190.4604,187.0243,187.5152,129850
SAB,20200721,187.1225,190.8532,186.5334,186.8279,73700
SAB,20200722,186.8279,189.3805,186.6315,186.6316,106850
SAB,20200723,186.5334,186.5334,183.7845,184.3736,137160
SAB,20200724,182.6064,183.5882,175.8323,177.7958,235580
SAB,20200727,169.8436,172.7889,165.4257,169.8436,236260
SAB,20200728,169.8436,181.6247,164.9348,176.7159,237000
SAB,20200729,171.8071,179.5630,167.8801,167.8801,219800
SAB,20200730,167.8801,171.3162,165.9166,166.9965,81480
SAB,20200731,165.9166,168.8618,162.9713,164.9348,201570
SAB,20200803,166.7020,168.7636,164.9348,165.9166,163920
SAB,20200804,165.9166,169.7454,165.9166,168.0764,242370
SAB,20200805,170.8253,177.6976,168.4691,172.7889,298550
SAB,20200806,175.6360,180.1521,173.7707,179.1703,213840
SAB,20200807,178.6794,181.1338,176.7159,180.6429,160550
SAB,20200810,179.7593,182.6064,176.6177,176.6177,151620
SAB,20200811,176.6177,177.5995,173.8688,175.2432,147070
SAB,20200812,175.2432,177.2067,175.2432,175.6359,138750
SAB,20200813,177.4031,180.6428,177.4031,179.6611,72580
SAB,20200814,179.6611,185.4535,178.6793,181.6246,242070
SAB,20200817,180.4465,181.1337,177.3049,180.4465,91080
SAB,20200818,180.6429,180.6429,176.7158,177.3049,67930
SAB,20200819,177.3049,178.9739,177.1085,177.3049,76720
SAB,20200820,177.3049,178.6794,176.3231,176.3232,117630
SAB,20200821,176.7159,178.5812,176.3232,176.3232,110610
SAB,20200824,176.8141,180.6429,176.8141,179.6611,96690
SAB,20200825,179.6611,184.6680,179.6611,183.0973,134910
SAB,20200826,183.5882,184.5699,180.8392,180.8392,88320
SAB,20200827,180.8392,182.6064,179.6611,179.6611,76590
SAB,20200828,182.1155,182.6064,178.6793,178.6794,97130
SAB,20200831,181.5265,189.3805,179.7593,188.0061,271460
SAB,20200901,190.4605,190.4605,186.5334,186.5334,131710
SAB,20200903,188.3987,191.1476,187.8097,190.2641,148770
SAB,20200904,188.4969,191.9331,188.1042,188.6933,140040
SAB,20200907,190.4605,192.4240,188.6933,188.6933,188280
SAB,20200908,188.7915,189.4787,186.5334,187.7115,106590
SAB,20200909,187.4170,187.6133,184.5699,186.5334,123070
SAB,20200910,188.4969,188.4969,185.5516,185.5517,79060
SAB,20200911,185.5517,187.4170,184.5699,184.5699,62980
SAB,20200914,185.5517,186.0425,183.5881,184.7663,49050
SAB,20200915,185.5517,187.5152,184.7663,184.7663,36360
SAB,20200916,187.5152,187.5152,184.7663,184.7663,43570
SAB,20200917,184.7663,186.4353,184.7663,184.7663,101220
SAB,20200918,184.7663,187.0243,184.7663,185.3553,45640
SAB,20200921,185.8462,188.3006,185.8462,186.5334,99530
SAB,20200922,187.5152,188.8896,185.5516,185.5517,149610
SAB,20200923,188.2024,188.2024,186.0426,186.5334,35640
SAB,20200924,186.5334,186.9261,183.5881,183.5882,70830
SAB,20200925,183.7846,185.0608,183.5882,183.5882,143900
SAB,20200928,183.5882,184.5700,183.5882,184.5699,80960
SAB,20200929,184.5699,184.7663,181.6246,181.6246,132450
SAB,20200930,181.6246,182.1155,178.7775,179.9557,149060
SAB,20201001,181.1338,181.7229,179.9557,181.1338,22330
SAB,20201002,180.5447,181.5265,180.1520,181.1338,45510
SAB,20201005,182.6064,182.6064,181.1338,181.1338,74270
SAB,20201006,181.8210,183.3918,181.2320,182.9009,55370
SAB,20201007,182.9009,186.5334,182.6064,186.5334,64920
SAB,20201008,186.5334,186.5334,184.5699,184.5699,46140
SAB,20201009,185.5517,189.4787,184.1772,189.4787,120760
SAB,20201012,190.4605,192.2276,184.6681,184.6681,237110
SAB,20201013,187.4170,187.4170,179.6611,180.6429,234100
SAB,20201014,180.6429,192.3258,180.6429,186.5334,119830
SAB,20201015,187.5152,188.9878,185.0608,186.5334,168860
SAB,20201016,187.0243,187.9079,185.0608,185.0608,129690
SAB,20201019,184.5699,185.0608,183.6863,184.2754,125140
SAB,20201020,184.2754,184.2754,181.6247,182.2137,153360
SAB,20201021,185.5517,185.5517,181.7228,182.3119,86940
SAB,20201022,182.3119,183.5882,181.3301,181.6246,34260
SAB,20201023,182.1155,183.0972,181.6246,182.4100,179100
SAB,20201026,182.6064,185.0607,181.6246,181.6246,88480
SAB,20201027,181.6246,183.3918,181.3301,181.7228,40620
SAB,20201028,180.8392,182.6064,180.6429,181.1338,106000
SAB,20201029,179.2685,182.4101,179.2685,181.1338,98050
SAB,20201030,181.4283,182.6064,180.7411,180.9374,64260
SAB,20201102,180.9374,182.5082,172.7888,182.1155,83850
SAB,20201103,182.3119,182.6064,180.6429,182.1155,79990
SAB,20201104,182.6064,182.8027,181.5264,182.1155,59300
SAB,20201105,181.6246,182.9009,181.1337,181.1338,45060
SAB,20201106,181.6247,181.6247,180.7411,180.7411,71100
